id,title,artist,genre,mood_tags,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,duration_ms,key,mode,time_signature,popularity
pujCVLgg5hfS9d6SHxZS3e,Sweet Fire,Finn Lark,reggae,nostalgic|happy,0.98,0.657,0.702,107.2,-9.25,0.012,0.08,0.143,0.148,224280,9,1,4,52
jQ2AqjwN98FQ7iav2vsI0k,Faded City,Reo Blake,classical,playful|nostalgic,0.406,0.307,0.313,105.5,-20.5,0.035,0.797,0.8,0.014,187702,0,0,4,8
Y4lfqBfDlFvIdZrwZjN15l,Hollow Storm,Finn Shaw,latin,playful|chill|energetic,0.736,1.0,0.692,114.1,-3.95,0.061,0.442,0.001,0.151,259112,1,1,5,71
46aSv9MBlSDvQeSLnqy5pH,Radiant Horizon,The Fires,reggae,nostalgic|melancholic,0.611,0.543,0.814,89.0,-6.78,0.0,0.234,0.094,0.0,205776,11,0,4,19
NqHb3u9ogyciTiCO7tppdn,Endless Skyline,Reo Reyes,electronic,uplifting|energetic|chill,0.533,0.88,0.456,104.0,-8.8,0.109,0.111,0.607,0.185,231082,3,0,4,65
WZd5zAeuS4twN3GvGzyowB,Crystal Rain,The Horizons,blues,uplifting|melancholic,0.472,0.538,0.289,108.3,-6.85,0.079,0.674,0.0,0.3,137543,8,1,5,47
HWtlIG4kS1IsC4cvjcpfQo,Neon Bloom,Iris Reyes,reggae,sad|happy,0.729,0.609,0.958,87.8,-8.66,0.066,0.124,0.0,0.319,180713,9,1,4,18
EjHDVybUpjaG6ECJo1rCf9,Midnight Light,Toma Voss,pop,energetic|uplifting,0.599,0.683,0.754,112.4,-1.26,0.135,0.032,0.107,0.079,194220,8,1,4,41
vHwTLEnd8iXDoVOQ0ikJw0,Endless Horizon,Jax Ryder,blues,dreamy,0.588,0.303,0.625,96.4,-10.46,0.075,0.436,0.041,0.034,150862,7,1,3,61
ggAEJI29exYLAOY3sz3PDo,Bitter Ghost,Wren Cade,hip-hop,chill,0.787,0.597,0.619,97.3,-10.34,0.211,0.253,0.0,0.28,130451,7,0,4,58
D6SCbaQ2B5kpRNq8uL1LR1,Wild Skyline,Kai Knox,jazz,happy|melancholic|chill,0.226,0.374,0.53,110.0,-10.4,0.089,0.773,0.214,0.3,130557,2,1,5,30
opwBJNdu54JXecIRb8hx0n,Velvet Storm,Sena Lark,pop,romantic|sad|uplifting,0.633,0.898,0.784,118.5,-2.51,0.047,0.434,0.089,0.08,259267,6,0,5,37
Kxxb5vu5PpSOyiKTOfChtG,Distant Rain,Toma Voss,r&b,playful|dreamy,0.753,0.677,0.569,106.2,-8.78,0.02,0.257,0.0,0.107,165130,4,1,4,35
g3eNOTlft16xFsTsujdZnc,Silent Garden,Talia Shaw,hip-hop,happy|tense,0.843,0.638,0.279,112.2,-5.46,0.17,0.0,0.172,0.043,238683,1,1,4,43
BosP1YYbKqflZTf0J5cxT1,Neon Ocean,Wren Cross,reggae,energetic,0.886,0.779,0.741,81.8,-8.18,0.038,0.474,0.014,0.302,323391,4,0,4,0
ZtV9UoqZGTxEemnMXRNBSl,Endless Light,Nova Quinn,blues,chill|tense|sad,0.233,0.187,0.445,80.4,-13.49,0.037,0.729,0.264,0.241,288520,1,0,4,67
dJIPHTeLyRAtZxkmh0KgRK,Faded Heart,Nova Hale,rock,chill|playful,0.621,0.968,0.323,114.3,-5.29,0.059,0.0,0.013,0.101,291729,8,0,4,8
fa2PnSJ5KfNh4GYWEscu03,Midnight River,Sena Quinn,indie,tense,0.351,0.583,0.407,116.6,-13.65,0.019,0.27,0.124,0.068,322808,11,0,4,42
wT3PDjoe0yWVnhzb1mQF9P,Bitter Dream,The Hearts,electronic,tense|dreamy,0.69,0.993,0.367,124.8,-2.77,0.025,0.0,0.396,0.123,223760,11,1,4,27
Mrz6M319zzRMp3TiXpnSDd,Midnight Garden,The Roads,r&b,tense,0.804,0.816,0.391,84.5,-8.59,0.062,0.443,0.0,0.115,179161,0,1,5,58
SHJmN4PkpDvMUa1KFljH24,Crystal Star,Mira Frost,metal,tense|aggressive,0.135,0.908,0.343,144.3,-4.13,0.094,0.067,0.02,0.314,227784,5,1,4,38
IJ6nJTFmz4K1Omj8pIbcqS,Lonely Light,Cole Stone,blues,romantic|tense|melancholic,0.631,0.577,0.536,92.7,-8.74,0.069,0.648,0.253,0.234,259901,3,1,4,18
wGtaGghVXrqZfxClIhTtTn,Burning Dream,The Stars,indie,sad|chill|playful,0.362,0.574,0.589,108.7,-9.46,0.074,0.413,0.107,0.045,287932,9,1,4,36
VzGpyGWq728X2oFCfrZbms,Wild Road,Wren Frost,blues,tense|happy|energetic,0.486,0.487,0.538,78.9,-6.55,0.069,0.674,0.237,0.06,206975,5,1,4,29
U9XCV3ZnyZHoIxQY3d8Lu1,Endless Horizon,Sena Ryder,pop,nostalgic,0.731,0.607,0.807,128.7,-4.46,0.089,0.09,0.111,0.0,204819,7,1,4,34
0HOqJrm3V9E0DcaSAlZF7K,Crystal Wave,Leo Stone,metal,melancholic|aggressive,0.238,0.79,0.282,135.6,-4.76,0.0,0.144,0.045,0.231,209905,0,0,4,87
9ahA97V447T3ePCnrtDLQY,Fading Road,Rio Lark,jazz,tense,0.41,0.323,0.439,81.0,-10.97,0.003,0.492,0.473,0.061,115644,6,0,4,32
DJ98giRTNsOPvCz8eVVpc2,Wild Wave,Ezra Reyes,indie,sad|dreamy,0.668,0.57,0.605,113.2,-11.89,0.045,0.413,0.183,0.001,210009,1,1,3,39
KJhQnd6iA4uyrOD8TEg0fv,Bitter Star,The Dreams,folk,playful|dreamy|melancholic,0.574,0.174,0.446,137.6,-8.79,0.002,0.878,0.337,0.077,179594,10,1,4,63
L2GpdWKDxZtlUXt36Fn9U0,Bitter Star,Wren Quinn,metal,romantic|tense,0.264,0.852,0.693,134.7,-5.08,0.043,0.18,0.046,0.17,243192,6,0,3,38
UXJ1bJkWkzEKLdNAQzAUbj,Sweet Light,Sena Hale,r&b,romantic|aggressive,0.801,0.472,0.578,96.1,-12.35,0.021,0.0,0.0,0.089,187994,2,1,3,63
ycmxgUJnEY4npNgG9qP4RH,Lonely Skyline,The Hearts,country,energetic,0.717,0.559,0.377,107.4,-11.6,0.119,0.398,0.063,0.442,140586,11,0,4,51
BEzxRrfXMGkGgCLrFEKwa2,Golden Echo,Mira Marsh,hip-hop,sad,0.664,0.487,0.372,104.5,-7.89,0.137,0.107,0.0,0.037,278987,4,1,4,27
aN6TWcDWX0qXWcUyovfBGv,Silent Shadow,,hip-hop,happy|chill,0.829,0.353,0.779,106.7,-8.55,0.237,0.116,0.093,0.127,258096,7,0,4,85
nqijI8wSzkX8XHoDi5Y120,Lonely Garden,Jax Lark,reggae,sad|energetic,0.763,0.743,0.267,98.1,-5.23,0.0,0.056,0.249,0.0,268655,6,0,4,59
armmo4WmRhOOI4ZGnIrxzO,Broken Shadow,Reo Vance,electronic,romantic|aggressive,0.817,0.735,0.226,140.2,-3.97,0.036,0.025,0.161,0.122,239654,0,0,4,90
ttU1SjgxFQSIYoDNQkBsbu,Velvet Shadow,Iris Hale,metal,melancholic|aggressive|energetic,0.213,0.872,0.174,134.6,-1.41,0.04,0.0,0.077,0.136,219812,10,1,4,23
fSxbpkgMGxWL0RA9wZxXfR,Midnight Shadow,Nadia Wells,indie,nostalgic|dreamy|melancholic,0.687,0.692,0.456,107.4,-9.27,0.0,0.15,0.041,0.209,127620,10,0,4,53
Nf4UaoHvltj2EykjguwKWz,Lonely Storm,Finn Voss,folk,uplifting|nostalgic,0.434,0.321,0.435,116.9,-8.25,0.083,0.665,0.063,0.013,189945,6,0,4,27
cdjV2fbQjVZ8D8nyQyoRVk,Distant Ghost,Iris Hale,jazz,energetic|dreamy,0.459,0.553,0.559,107.4,-8.69,0.073,0.398,0.473,0.007,229360,8,1,4,66
VCn2VjAtt7WCXXJ4KOSmQE,Bitter Ocean,Talia Reyes,jazz,playful|tense,0.615,0.335,0.364,117.1,-9.88,0.061,0.47,0.463,0.247,253176,4,1,4,38
WF0pTrAB9K1tq6FYnS99oI,Endless Star,Wren Marsh,metal,uplifting,0.21,0.823,0.172,132.5,0.0,0.04,0.0,0.107,0.008,181993,0,1,4,25
wcM0zGuNnGczkVudjpcG3K,Faded Ghost,Jax Ryder,country,chill|playful,0.302,0.654,0.683,105.3,-7.17,0.006,0.401,0.0,0.0,164916,8,0,4,39
v3tANsyBa5tLZdnEzqCrDB,Faded River,Nova Wells,classical,energetic,0.518,0.249,0.603,102.2,-16.93,0.052,0.655,1.0,0.17,219091,0,0,4,66
Y1thuHMonnxi2IATTQzag0,Lonely City,Ava Vance,rock,melancholic|tense,0.514,0.767,0.557,116.8,-6.9,0.103,0.0,0.099,0.188,153895,11,0,5,49
dyV6PZfMsMKXLhm6zOYUxc,Distant Road,The Rivers,r&b,nostalgic|uplifting,0.629,0.551,0.62,102.5,-7.19,0.047,0.441,0.171,0.24,114619,1,1,5,55
27xbF66SgMBfj9Lon0ieWm,Wild Wave,Mira Cross,reggae,happy,0.569,0.604,0.699,91.6,-10.15,0.007,0.082,0.0,0.267,277413,11,0,5,86
eS658l5AYViUcPo6dyL1x8,Broken Light,Nova Quinn,blues,happy,0.286,0.506,0.696,80.4,-8.92,0.043,0.809,0.272,0.197,167632,6,1,3,52
L3VGXFLU6idBYjohYs0QvM,Hollow Star,Zara Blake,country,nostalgic,0.714,0.601,0.29,106.5,-8.77,0.0,0.266,0.0,0.169,274871,9,0,4,61
HhzYrXg8S4JXaqqVYZA1c4,Sweet Dream,Reo Blake,indie,happy|tense,0.589,0.507,0.547,124.4,-7.88,0.089,0.374,0.0,0.161,276511,3,1,3,58
DqvzBMJoRNOI61wKPcFqjM,Wild Dream,Ava Stone,blues,melancholic|nostalgic,0.461,0.576,0.344,92.9,-11.75,0.098,0.608,0.171,0.212,154176,8,0,4,59
gz829sFiHOzhEsRTy4HuL6,Midnight Shadow,Nadia Marsh,folk,playful|sad|dreamy,0.287,0.231,0.556,106.0,-13.08,0.0,0.711,0.171,0.198,150094,5,0,3,19
xyk1FVF0Rscke5x07F8inf,Silent Road,The Skylines,country,aggressive,0.675,0.695,0.585,127.0,-3.84,0.125,0.361,0.08,0.048,244640,10,1,4,38
aOx6U5ovmXfmUhGrx6AbvN,Radiant Memory,Mira Voss,indie,sad|dreamy,0.5,0.526,0.525,98.5,-8.99,0.0,0.104,0.074,0.029,196717,0,1,4,47
I7YFGoqS6Z2mR1OD41ELWI,Silent Rain,The Shadows,rock,playful,0.551,0.802,0.736,137.2,-6.15,0.0,0.345,0.038,0.171,183932,11,0,4,68
3tkAwDHXNWZBZnRvxGECsX,Distant Shadow,Ezra Marsh,country,dreamy|playful,0.384,0.611,0.564,134.4,-8.83,0.109,0.496,0.097,0.08,156796,0,1,4,44
vxoJVHlG9EkaqCzEBy6yTc,Sweet Shadow,Reo Stone,blues,dreamy|nostalgic,0.377,0.376,0.373,88.8,-5.02,0.132,0.592,0.098,0.298,203690,2,0,4,59
XWTizigQPcE1sT58fqY9qo,Midnight River,The Ghosts,r&b,chill,0.676,0.656,0.556,99.8,-3.84,0.095,0.359,0.066,0.007,185882,3,0,4,57
xoo0p4rYL7CkNB1NDbfbWc,Velvet Rain,Ezra Knox,jazz,tense|uplifting,0.401,0.526,0.649,127.7,-13.2,0.167,0.441,0.235,0.181,267386,9,1,3,56
KLjFMqnDB6oGiF5sL3c86n,Velvet River,Jax Voss,classical,chill|happy,0.131,0.324,0.231,94.8,-18.16,0.115,0.73,0.66,0.101,274436,2,0,4,55
aDbozyA3WwzaaR9Cy9Tik2,Sweet Shadow,The Skylines,r&b,sad|nostalgic,0.781,0.511,0.285,70.5,-5.3,0.018,0.0,0.0,0.187,166314,4,1,4,41
2a6tUXxPL1BKkQWc5zzQ9z,Golden Fire,Rio Blake,electronic,energetic|uplifting,0.581,0.87,0.362,104.9,-4.47,0.062,0.173,0.238,0.097,209926,9,0,4,80
hb3yVpDJRfEWTbtJTU8oYy,Wild City,The Lights,jazz,melancholic|playful,0.53,0.505,0.595,99.3,-8.69,0.099,0.438,0.411,0.078,288908,6,1,3,53
6SzvKFlFzDBHFEFxKnxYJB,Broken Echo,Ezra Reyes,indie,energetic|melancholic,0.627,0.701,0.482,121.6,-9.13,0.018,0.248,0.018,0.068,217666,3,1,4,0
3bcgefoNgvtH9atslVmAqF,Radiant Skyline,Talia Vance,electronic,happy,0.781,0.387,0.687,123.2,-7.65,0.084,0.078,0.253,0.196,234537,9,0,4,50
5EoHQ7byDN8KyDQoyClcLR,Burning River,The Skylines,indie,romantic,0.502,0.431,0.477,124.4,-12.72,0.096,0.396,0.0,0.011,290961,10,0,4,49
mkX4FDahhRvtRNg19DRFnO,Neon Light,The Waves,electronic,melancholic|aggressive,0.701,0.743,0.352,112.4,-0.64,0.0,0.042,0.041,0.068,184099,10,1,4,63
8S6m2Arr4FdkymjFz1FQB4,Distant Bloom,Talia Lark,reggae,uplifting|aggressive,0.634,0.673,0.481,103.1,-9.33,0.034,0.203,0.071,0.049,259039,7,1,4,36
pCFkMPaJUrR1VHNzu4oPNq,Crystal Horizon,Cole Ryder,blues,tense,0.368,0.403,0.343,108.4,-9.15,0.02,0.521,0.048,0.078,225639,5,0,4,44
VHcS6rZXbEoDnd9Z4rfwaU,Burning Echo,Talia Vance,r&b,sad|dreamy,0.857,0.385,0.427,68.3,-8.69,0.032,0.102,0.004,0.119,191408,9,1,4,35
228i5Fm0YKNEqhvMjYdT9W,Faded Rain,Nova Cross,hip-hop,happy,0.629,0.729,0.612,96.0,-2.1,0.128,0.0,0.0,0.009,226795,4,1,4,44
Hmp31bBfqqn4uC3PxrT8EH,Faded Echo,Ava Frost,folk,aggressive|energetic,0.36,0.314,0.503,112.5,-11.59,0.0,0.774,0.045,0.323,208589,7,1,4,86
z7g3nKhimFDqxMPLH9t9Rg,Velvet Memory,Zara Shaw,r&b,aggressive,0.77,0.522,0.317,90.8,-3.34,0.109,0.176,0.022,0.103,157603,1,0,5,62
Fc9DHnWIRPtCHUrGmZaoqH,Distant Storm,Wren Stone,indie,tense,0.776,0.216,0.487,135.8,-7.25,0.001,0.295,0.103,0.231,222230,6,1,3,48
FVHuVNG1r8qr4cJJQK5uVL,Velvet Horizon,Jax Cross,jazz,uplifting|aggressive|happy,0.4,0.306,0.344,132.4,-15.36,0.029,0.532,0.39,0.155,273983,6,1,4,44
mob9M05k6pw29zwqapbCMP,Faded River,Talia Cross,indie,dreamy|energetic,0.5,0.582,0.423,123.1,-6.83,0.09,0.159,0.0,0.362,235546,9,1,4,47
y7HiZ6dtH3hYScKp69d69w,Fading City,Iris Hale,hip-hop,romantic|nostalgic,0.817,0.661,0.703,115.0,-6.29,0.198,0.067,0.043,0.132,240822,10,0,3,46
kFj3RmWG3iB7r2iLw39gGv,Neon Ocean,Iris Wells,metal,aggressive,0.216,0.823,0.383,153.3,-0.68,0.024,0.154,0.0,0.282,221282,5,0,5,82
0TWsGJsLVh4T2uVbGKiPqs,Hollow Rain,The Roads,classical,romantic,0.225,0.201,0.521,109.0,-16.92,0.021,0.87,0.629,0.096,277158,7,1,3,36
CCXvtCX1COF7FrxK3lxs4T,Electric Shadow,Iris Marsh,blues,dreamy,0.353,0.213,0.58,88.3,-13.08,0.085,0.42,0.242,0.343,198922,0,0,4,44
25gBBimRKvYAQ2FhjvxLov,Midnight Skyline,Finn Shaw,electronic,uplifting|tense,0.586,0.795,0.67,102.3,-2.36,0.018,0.092,0.29,0.11,288829,9,1,4,80
rgF67O0ddvs9xvJpYswwN9,Crystal Ocean,Jax Blake,country,playful|uplifting,0.386,0.484,0.849,93.9,-6.78,0.034,0.721,0.0,0.19,245125,5,0,4,51
WTdsmfEfx6vREJuXkfOTLD,Faded Memory,Toma Cade,electronic,tense,0.498,1.0,0.373,116.5,-8.2,0.056,0.0,0.43,0.169,178237,0,1,5,64
cxxYWJmMffgx1nlckzsdcN,Velvet Memory,Finn Voss,metal,melancholic|energetic|happy,0.477,0.863,0.248,155.3,-3.76,0.119,0.226,0.176,0.123,177882,10,0,3,44
pV4r41ZiVaIotGSflslVXz,Hollow Rain,Mira Wells,folk,chill|happy,0.565,0.254,0.381,91.6,-7.15,0.084,0.613,0.462,0.17,247600,7,0,4,48
02trNKktyHCQft78qy0NnY,Faded Bloom,Rio Reyes,r&b,chill|romantic,0.524,0.453,0.371,72.8,-7.35,0.015,0.164,0.0,0.21,222746,1,1,4,27
ZHe95hQIl1iKYYjpQXPO4P,Silent Fire,Reo Marsh,jazz,nostalgic|chill,0.455,0.335,0.485,94.8,-11.32,0.056,0.901,0.151,0.029,197350,6,1,5,29
Gpd7qYvuLyRZ64uRXCQzP0,Distant Storm,Toma Vance,electronic,playful,0.8,0.803,0.733,111.7,-2.42,0.075,0.057,0.311,0.249,269895,8,1,4,29
q9Bwm4qZqlcdsjfRGBCqDT,Electric Ocean,The Memorys,classical,happy|uplifting,0.478,0.33,0.635,101.7,-21.81,0.0,0.793,0.675,0.127,319600,3,0,4,65
m6l1lTKG37E5BATnl2FQLS,Golden Fire,The Echos,metal,happy,0.428,1.0,0.325,133.8,-2.46,0.089,0.05,0.091,0.192,251521,0,0,4,27
xNMbv2iEbTlwNNBg9hZsnu,Bitter Echo,The Horizons,pop,melancholic|nostalgic|dreamy,0.874,0.555,0.202,104.1,-4.11,0.067,0.136,0.008,0.052,185382,5,1,4,15
sCp91jcspfNiCspZflABAw,Burning Heart,Sena Cade,rock,playful,0.401,0.823,0.706,154.5,-10.17,0.109,0.35,0.064,0.23,179988,3,1,3,49
haa49w5V216R7BJFcBLauD,Broken Dream,Nova Reyes,classical,romantic|dreamy|chill,0.286,0.271,0.459,109.7,-23.22,0.117,0.786,0.75,0.268,178047,6,1,3,64
33AvE0d5CLsmj3gTHocjrl,Burning Fire,Zara Lark,hip-hop,tense|melancholic,0.901,0.763,0.475,102.4,-2.67,0.208,0.156,0.0,0.29,181235,11,1,3,62
poAmWpauETXxStmDS3daK0,Sweet Rain,The Fires,hip-hop,melancholic,0.731,0.549,0.635,107.5,-7.12,0.196,0.0,0.183,0.137,226712,3,0,4,30
66O0KVEfCP12IxyHgDyMCx,Golden Ocean,Reo Voss,folk,happy|dreamy,0.522,0.317,0.446,104.7,-12.7,0.084,0.476,0.153,0.191,191686,2,0,4,6
MT0qUtcywTTZOs73w0jVvK,Velvet Ocean,Reo Cade,pop,happy|energetic,0.625,0.474,0.756,101.8,-7.3,0.049,0.025,0.045,0.082,177470,3,1,4,42
YV09ehJBG33bVhbM48YoB1,Midnight Wave,Talia Vance,hip-hop,uplifting,0.728,0.742,0.377,117.2,-1.74,0.21,0.197,0.0,0.194,202544,0,0,4,34
frQLDiSyGi49ggKvBPPXVM,Burning Rain,Reo Shaw,pop,uplifting|playful,0.776,0.674,0.751,105.3,-8.2,0.14,0.323,0.0,0.075,161643,7,1,4,65
27U1K7VQDZsUHYQNlwcdFw,Electric Light,Talia Wells,classical,energetic|uplifting,0.131,0.084,0.621,102.8,-19.3,0.004,0.72,0.463,0.296,274422,5,1,4,0
xyMLLEWhlwjXc1fNmdSy5q,Hollow Wave,The Ghosts,indie,sad|romantic,0.697,0.676,0.488,113.3,-10.39,0.03,0.513,0.24,0.379,206298,10,1,5,36
ZVUYExopv1vlBSkdiMRrXJ,Restless Fire,Leo Blake,metal,melancholic|aggressive,0.54,0.826,0.303,133.7,-5.84,0.0,0.023,0.133,0.107,270521,8,0,5,52
pKPrRUZ2Cx1WPPduu9ESQF,Restless Wave,The Rains,blues,sad,0.409,0.382,0.398,127.1,-8.57,0.034,0.423,0.189,0.17,257395,7,1,4,47
NrGcUYmyLS2xCPwAl4Nqmm,Faded River,Nadia Shaw,jazz,nostalgic,0.491,0.441,0.758,114.3,-11.45,0.038,0.581,0.387,0.041,267190,7,0,3,50
VLEqNmwr1Ljh69ag2HZeGI,Radiant Light,Leo Hale,reggae,tense|nostalgic,0.691,0.57,0.543,74.4,-6.3,0.04,0.197,0.074,0.288,258442,1,0,4,59
xzdPf31As174Rkylt18v6u,Fading Light,Ava Quinn,metal,tense,0.51,0.904,0.514,135.1,-1.73,0.045,0.119,0.076,0.116,193647,3,1,4,65
d68ZN7v17qERdUQdAdYYp7,Faded City,Nova Cross,classical,melancholic|tense|sad,0.246,0.044,0.284,107.2,-18.62,0.117,0.738,0.856,0.256,163650,3,1,4,41
c5MvBqQ1fHU96vrhmnRmBz,Distant Horizon,The Roads,electronic,chill,0.836,0.755,0.55,126.0,-5.08,0.08,0.0,0.205,0.223,243466,1,1,5,56
L3hPRgPskKL6MrGhshsaWf,Velvet City,Nadia Hale,country,chill,0.469,0.317,0.447,100.4,-7.45,0.0,0.298,0.0,0.007,189921,2,1,5,48
BNGG9HzzxNtIeSIjDl8ZMh,Lonely Ghost,Wren Blake,hip-hop,chill|uplifting,0.796,0.591,0.545,101.3,-7.06,0.1,0.334,0.0,0.215,247065,8,1,4,67
IXk49pslIq7TaUij4U4V6q,Burning Skyline,Reo Reyes,rock,playful|energetic,0.813,0.792,0.581,139.5,-5.11,0.046,0.18,0.182,0.23,228131,2,0,3,21
6UmPO7QQLWIFOT65BTz6Et,Golden Star,Reo Knox,hip-hop,happy|melancholic,0.924,0.541,0.826,108.1,-3.89,0.187,0.403,0.0,0.16,177638,4,0,5,51
iwrlBws4eBVZQILQnLlF2B,Lonely Wave,Jax Voss,classical,dreamy,0.343,0.34,0.438,83.9,-16.22,0.028,0.872,0.892,0.287,242042,9,1,4,40
rlP4ow56DXPofHNMxLpe0f,Hollow Wave,Nova Hale,hip-hop,energetic|dreamy,0.881,0.69,0.328,106.4,-3.02,0.248,0.153,0.12,0.314,174826,0,1,3,38
zmYwDyGAT9AiXepI7aZu6L,Distant Dream,Talia Ryder,indie,chill|sad,0.563,0.555,0.211,103.4,-11.33,0.117,0.407,0.021,0.0,193021,4,1,5,17
6VT76gbMAFtvgRo3Z7BozW,Distant Bloom,The Roads,classical,chill,0.165,0.156,0.383,-5.0,-17.39,0.051,0.996,1.0,0.183,200536,3,1,3,70
hiHfCe4Y3H0NPUKWow83tR,Endless Road,Leo Reyes,r&b,aggressive|chill,0.67,0.748,0.518,107.5,-8.93,0.0,0.154,0.011,0.176,171381,0,0,4,52
pd0BUXvYL4qR1bbp07IgGZ,Midnight Memory,Ezra Frost,metal,dreamy,0.619,0.721,0.467,149.3,-3.59,0.078,0.0,0.103,0.093,233822,0,1,4,44
mlWesKMKE362anQi9brmPt,Restless Fire,Sena Stone,pop,energetic|happy,0.797,0.752,0.521,118.8,-2.6,0.077,0.371,0.071,0.185,212526,10,1,5,11
tidUEWjRRiRoM9wBW3SDiQ,Broken Garden,Nova Knox,classical,romantic,0.371,0.283,0.468,101.9,-18.0,0.051,1.0,0.83,0.214,218736,11,1,5,64
crxhLquvVGA7GZ1fPVYD1U,Lonely Fire,The Stars,classical,melancholic,0.356,0.187,0.232,106.0,-21.0,0.046,0.927,0.857,0.026,190302,10,0,3,41
OupQzUicx5r0tMmXpLlCfR,Faded Road,Finn Voss,metal,nostalgic,0.534,0.785,0.132,125.0,-7.68,0.027,0.014,0.066,0.244,199921,3,0,5,61
rs7W2cCW86HTLRADDS9G3H,Sweet Wave,Jax Marsh,pop,tense,0.726,0.681,0.391,110.1,-7.39,0.045,0.192,0.029,0.35,243872,5,1,4,46
zgSCxQFISa58rg84b8StJB,Hollow Garden,The Lights,pop,playful|sad,0.521,0.642,0.435,120.2,-5.74,0.062,0.292,0.157,0.064,215925,1,0,4,37
kuDXdSsQsoYWbDpit1yQBX,Bitter Wave,Reo Ryder,country,tense,0.62,0.621,0.771,115.4,-9.69,0.043,0.008,0.106,0.163,219701,1,1,4,47
1KksDbs2Hhg77RmdfGBXsp,Silent Memory,The Fires,folk,dreamy|tense,0.364,0.365,0.385,115.8,-8.34,0.0,0.925,0.065,0.005,161593,2,1,4,44
Esb0Y9YSvnyiuf4PQjnhe0,Crystal Fire,The Dreams,rock,melancholic,0.438,0.796,0.354,119.8,-4.03,0.065,0.146,0.159,0.241,189691,3,0,4,72
kP3BY7CP8pVWx0mJqQiuXB,Electric River,Leo Lark,pop,chill|sad,0.56,0.632,0.573,116.6,-9.11,0.085,0.22,0.024,0.318,201573,1,1,4,53
NL02Qt9clZmimwJxLo0wGd,Velvet Road,Jax Vance,latin,happy|nostalgic,0.756,0.558,0.78,123.7,-3.32,0.059,0.092,0.071,0.25,207712,2,1,3,29
lrTSEFFEqsX6rKyqYLpctB,Fading Heart,The Horizons,classical,uplifting|tense|nostalgic,0.28,0.385,0.5,90.1,-22.85,0.099,0.867,0.756,0.0,169823,4,0,4,72
Lgihb42qbDk3xqZwUmMBcf,Hollow Heart,Rio Marsh,country,melancholic|romantic,0.512,0.672,0.817,120.6,-6.27,0.114,0.295,0.0,0.179,297550,8,1,4,33
VRSXLtpROMG7Hq8r8jDJKw,Silent Memory,Reo Ryder,hip-hop,dreamy|aggressive|tense,0.654,0.598,0.549,110.8,-4.77,0.223,0.0,0.0,0.295,219183,5,0,4,31
oi2j7Rr5bknM9nz3Q6iEyg,Endless Light,Talia Vance,metal,playful|chill,0.319,0.658,0.316,143.9,-2.46,0.096,0.0,0.0,0.167,233017,11,1,4,36
EXPsROvLwkY87HT8iCX75A,Restless Garden,Jax Hale,country,chill|energetic,0.571,0.491,0.723,112.6,-5.99,0.066,0.516,0.094,0.162,236597,2,0,3,45
yaFCWkeqm5OOq9SHy94KQY,Burning Road,Reo Reyes,latin,playful|romantic,0.822,0.87,0.772,85.5,-7.23,0.056,0.133,0.064,0.006,247554,2,0,4,47
DC215ogiNEm48r8fVtHvd5,Neon Storm,Cole Vance,rock,aggressive|dreamy,0.513,0.911,0.523,133.2,-3.01,0.073,0.294,0.054,0.296,180559,7,0,4,37
SuKAXcipne0uZN6X5NHUD8,Distant River,Iris Vance,pop,sad|happy,0.594,0.565,0.69,114.3,-3.18,0.13,0.32,0.0,0.0,204137,4,1,4,46
dCGOIBFPwHSYFuvRIv8aLv,Faded River,Kai Stone,reggae,sad|energetic|romantic,1.0,0.51,0.642,67.6,-11.62,0.052,0.239,0.054,0.153,277504,1,0,3,35
Sq6zjgF4yqQm7sM3m2K5sg,Hollow Ghost,Kai Shaw,jazz,uplifting|dreamy|playful,0.472,0.344,0.619,122.7,-7.98,0.12,0.693,0.221,0.207,240674,3,1,4,70
s8fGCNpPLCIN5unDEde9kr,Faded Echo,Leo Wells,indie,aggressive|dreamy,0.456,0.783,0.283,93.1,-12.82,0.103,0.19,0.073,0.202,231039,10,0,4,25
CxzYLlB5S5LiWd1XX89oQ8,Neon Garden,Wren Knox,reggae,happy,0.974,0.547,0.644,84.1,-8.02,0.064,0.363,0.189,0.286,228746,3,1,4,66
ojTtlvXyybaLIYU2a43v6F,Sweet Echo,Kai Hale,country,energetic,0.61,0.833,0.311,112.0,-6.42,0.071,0.437,0.015,0.041,162629,9,0,4,44
FZcBcbFr8yg1rYpp3CcdYr,Faded Dream,Reo Stone,jazz,energetic|melancholic,0.736,0.517,0.556,116.6,-12.88,0.037,0.763,0.259,0.136,165729,9,1,4,46
1aVuqx1GBBhHjsWIUFterk,Restless City,Rio Reyes,rock,sad|tense,0.474,0.709,0.369,109.3,-6.09,0.0,0.185,0.0,0.229,285261,11,1,4,21
aDS0hn3iQSasTr8Gq7XwAD,Restless Dream,Talia Blake,reggae,uplifting|aggressive|happy,0.626,0.55,0.681,87.8,-7.1,0.089,0.362,0.005,0.189,294181,8,0,3,31
7x0EUByz3qEzcJwiaGQV7v,Silent Wave,Wren Lark,classical,sad|chill,0.494,0.111,0.549,114.9,-15.79,0.057,0.908,0.85,0.054,188346,10,1,4,25
